journal,article_number,sentence,victim_descriptions,shooter_descriptions,sentiment,descriptions,cluster
FOX,13,"Reuters/Marco Bello) On Tuesday, Ramos was involved in a domestic disturbance with his grandmother at his grandparents’ Uvalde home, when he shotthe woman in the face and seriously injured her before fleeing, according to authorities.",grandmother | her injure,,-0.1666666666666666,grandmother,16
FOX,13,"Reuters/Marco Bello) On Tuesday, Ramos was involved in a domestic disturbance with his grandmother at his grandparents’ Uvalde home, when he shotthe woman in the face and seriously injured her before fleeing, according to authorities.",grandmother | her injure,,-0.1666666666666666,her injure,18
FOX,16,"Lieutenant Gov. Dan Patrick reflected on the Texas elementary school shooting that left at least 19 children dead Tuesday on""Tucker Carlson Tonight.""",19 children | at least 19 children | shooting,,-0.05,19 children,1
FOX,16,"Lieutenant Gov. Dan Patrick reflected on the Texas elementary school shooting that left at least 19 children dead Tuesday on""Tucker Carlson Tonight.""",19 children | at least 19 children | shooting,,-0.05,at least 19 children,0
FOX,16,"Lieutenant Gov. Dan Patrick reflected on the Texas elementary school shooting that left at least 19 children dead Tuesday on""Tucker Carlson Tonight.""",19 children | at least 19 children | shooting,,-0.05,shooting,2
FOX,16,"We had the Walmart in El Paso, Odessa and then...four years ago and oneweek, we had the shooting at Santa Fe, where we lost eight students and two teachers, and I will tell you, Tucker, that I've been to alot of funerals, a lot of services, a lot of hospitals, nothing compares to what Bill [Melugin] just said about the loss of a child.",child | eight students | shooting | two teachers,,0.0,child,11
FOX,16,"We had the Walmart in El Paso, Odessa and then...four years ago and oneweek, we had the shooting at Santa Fe, where we lost eight students and two teachers, and I will tell you, Tucker, that I've been to alot of funerals, a lot of services, a lot of hospitals, nothing compares to what Bill [Melugin] just said about the loss of a child.",child | eight students | shooting | two teachers,,0.0,eight students,10
FOX,16,"We had the Walmart in El Paso, Odessa and then...four years ago and oneweek, we had the shooting at Santa Fe, where we lost eight students and two teachers, and I will tell you, Tucker, that I've been to alot of funerals, a lot of services, a lot of hospitals, nothing compares to what Bill [Melugin] just said about the loss of a child.",child | eight students | shooting | two teachers,,0.0,shooting,2
FOX,16,"We had the Walmart in El Paso, Odessa and then...four years ago and oneweek, we had the shooting at Santa Fe, where we lost eight students and two teachers, and I will tell you, Tucker, that I've been to alot of funerals, a lot of services, a lot of hospitals, nothing compares to what Bill [Melugin] just said about the loss of a child.",child | eight students | shooting | two teachers,,0.0,two teachers,6
FOX,16,"UVALDE, TEXAS SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD Every parent, every grandparent that has a child envisions what they would feel if it happened to them.",18 STUDENTS | 18 STUDENTS ONE ADULT KILLED | SHOOTING | child,,-0.1,18 students,7
FOX,16,"UVALDE, TEXAS SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD Every parent, every grandparent that has a child envisions what they would feel if it happened to them.",18 STUDENTS | 18 STUDENTS ONE ADULT KILLED | SHOOTING | child,,-0.1,18 students one adult killed,12
FOX,16,"UVALDE, TEXAS SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD Every parent, every grandparent that has a child envisions what they would feel if it happened to them.",18 STUDENTS | 18 STUDENTS ONE ADULT KILLED | SHOOTING | child,,-0.1,shooting,2
FOX,16,"UVALDE, TEXAS SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD Every parent, every grandparent that has a child envisions what they would feel if it happened to them.",18 STUDENTS | 18 STUDENTS ONE ADULT KILLED | SHOOTING | child,,-0.1,child,11
FOX,16,"These teachers, this community of 16,000 — the school systemonly had 4,000 students in the entire system — Tucker.","000 students | 4,000 students | teachers | this community of 16,000",,0.0,000 students,10
FOX,16,"These teachers, this community of 16,000 — the school systemonly had 4,000 students in the entire system — Tucker.","000 students | 4,000 students | teachers | this community of 16,000",,0.0,4000 students,10
FOX,16,"These teachers, this community of 16,000 — the school systemonly had 4,000 students in the entire system — Tucker.","000 students | 4,000 students | teachers | this community of 16,000",,0.0,teachers,13
FOX,16,"These teachers, this community of 16,000 — the school systemonly had 4,000 students in the entire system — Tucker.","000 students | 4,000 students | teachers | this community of 16,000",,0.0,this community of 16000,10
FOX,17,"Two Robb Elementary School students who were missing hours after a horrific shooting at the school are among the 22 people whowere killed, the families say.", 22 people | 22 people | Two students | shooting,,-0.275,22 people,19
FOX,17,"Two Robb Elementary School students who were missing hours after a horrific shooting at the school are among the 22 people whowere killed, the families say.", 22 people | 22 people | Two students | shooting,,-0.275,two students,5
FOX,17,"Two Robb Elementary School students who were missing hours after a horrific shooting at the school are among the 22 people whowere killed, the families say.", 22 people | 22 people | Two students | shooting,,-0.275,shooting,2
FOX,22,"A mass shooting at a Texas elementary school Tuesday left at least 19 children and two teachers dead after anarmed 18-year-old entered the campus, barricaded himself in a classroom and opened fire.",19 children | at least 19 children | shooting | two teachers,,-0.05,19 children,1
FOX,22,"A mass shooting at a Texas elementary school Tuesday left at least 19 children and two teachers dead after anarmed 18-year-old entered the campus, barricaded himself in a classroom and opened fire.",19 children | at least 19 children | shooting | two teachers,,-0.05,at least 19 children,0
FOX,22,"A mass shooting at a Texas elementary school Tuesday left at least 19 children and two teachers dead after anarmed 18-year-old entered the campus, barricaded himself in a classroom and opened fire.",19 children | at least 19 children | shooting | two teachers,,-0.05,shooting,2
FOX,22,"A mass shooting at a Texas elementary school Tuesday left at least 19 children and two teachers dead after anarmed 18-year-old entered the campus, barricaded himself in a classroom and opened fire.",19 children | at least 19 children | shooting | two teachers,,-0.05,two teachers,6
FOX,23,"After at least 19 students at Robb Elementary School in Uvalde, Texas, were killed Tuesday morning, a family member of one of thechildren killed is encouraging parents across the country to hold their own children close, as they never know when it will be the lasttime. """,19 students | at least 19 students | children,,0.0399999999999999,19 students,7
FOX,23,"After at least 19 students at Robb Elementary School in Uvalde, Texas, were killed Tuesday morning, a family member of one of thechildren killed is encouraging parents across the country to hold their own children close, as they never know when it will be the lasttime. """,19 students | at least 19 students | children,,0.0399999999999999,at least 19 students,7
FOX,23,"After at least 19 students at Robb Elementary School in Uvalde, Texas, were killed Tuesday morning, a family member of one of thechildren killed is encouraging parents across the country to hold their own children close, as they never know when it will be the lasttime. """,19 students | at least 19 students | children,,0.0399999999999999,children,11
FOX,23,"Martinez is the uncle of fourth-grader Xavier Lopez, 10, who was killed when a gunman broke into the school and fatally shot atleast 19 children and two teachers.", 19 children | 19 children | 19 children teachers shoot | two teachers,gunman,-0.2,19 children,1
FOX,23,"Martinez is the uncle of fourth-grader Xavier Lopez, 10, who was killed when a gunman broke into the school and fatally shot atleast 19 children and two teachers.", 19 children | 19 children | 19 children teachers shoot | two teachers,gunman,-0.2,19 children teachers shoot,14
FOX,23,"Martinez is the uncle of fourth-grader Xavier Lopez, 10, who was killed when a gunman broke into the school and fatally shot atleast 19 children and two teachers.", 19 children | 19 children | 19 children teachers shoot | two teachers,gunman,-0.2,two teachers,6
FOX,24,"Matthew McConaughey said Tuesday that ""action must be taken"" after a shooting at an elementary school in his hometown ofUvalde, Texas, left at least 19 children and two teachers dead. """,19 children | at least 19 children | shooting | two teachers,,-0.0199999999999999,19 children,1
FOX,24,"Matthew McConaughey said Tuesday that ""action must be taken"" after a shooting at an elementary school in his hometown ofUvalde, Texas, left at least 19 children and two teachers dead. """,19 children | at least 19 children | shooting | two teachers,,-0.0199999999999999,at least 19 children,0
FOX,24,"Matthew McConaughey said Tuesday that ""action must be taken"" after a shooting at an elementary school in his hometown ofUvalde, Texas, left at least 19 children and two teachers dead. """,19 children | at least 19 children | shooting | two teachers,,-0.0199999999999999,shooting,2
FOX,24,"Matthew McConaughey said Tuesday that ""action must be taken"" after a shooting at an elementary school in his hometown ofUvalde, Texas, left at least 19 children and two teachers dead. """,19 children | at least 19 children | shooting | two teachers,,-0.0199999999999999,two teachers,6
FOX,24,"Matthew McConaughey, pictured in 2019, is from Uvalde, Texas where a mass shooting claimed the lives of at least 19 children andtwo teachers.",19 children | at least 19 children | shooting | teachers,,-0.3,19 children,1
FOX,24,"Matthew McConaughey, pictured in 2019, is from Uvalde, Texas where a mass shooting claimed the lives of at least 19 children andtwo teachers.",19 children | at least 19 children | shooting | teachers,,-0.3,at least 19 children,0
FOX,24,"Matthew McConaughey, pictured in 2019, is from Uvalde, Texas where a mass shooting claimed the lives of at least 19 children andtwo teachers.",19 children | at least 19 children | shooting | teachers,,-0.3,shooting,2
FOX,24,"Matthew McConaughey, pictured in 2019, is from Uvalde, Texas where a mass shooting claimed the lives of at least 19 children andtwo teachers.",19 children | at least 19 children | shooting | teachers,,-0.3,teachers,13
NYT,2,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",19 children | 19 children adults kill | at least 19 children | massacre | shooting | two adults,gunman,0.0166666666666666,19 children,1
NYT,2,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",19 children | 19 children adults kill | at least 19 children | massacre | shooting | two adults,gunman,0.0166666666666666,19 children adults kill,12
NYT,2,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",19 children | 19 children adults kill | at least 19 children | massacre | shooting | two adults,gunman,0.0166666666666666,at least 19 children,0
NYT,2,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",19 children | 19 children adults kill | at least 19 children | massacre | shooting | two adults,gunman,0.0166666666666666,massacre,3
NYT,2,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",19 children | 19 children adults kill | at least 19 children | massacre | shooting | two adults,gunman,0.0166666666666666,shooting,2
NYT,2,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",19 children | 19 children adults kill | at least 19 children | massacre | shooting | two adults,gunman,0.0166666666666666,two adults,8
NYT,2,"At least one teacher was among the adults killed, and several other children were wounded.",adults | children | one teacher,,-0.15625,adults,8
NYT,2,"At least one teacher was among the adults killed, and several other children were wounded.",adults | children | one teacher,,-0.15625,children,11
NYT,2,"At least one teacher was among the adults killed, and several other children were wounded.",adults | children | one teacher,,-0.15625,one teacher,13
NYT,2,"As terrified parents in Uvalde waited for word of their children's safety and law enforcement officials raced to piece together how the attack had transpired, the mass shooting was deepening a national political debate over gun laws and the prevalence of weapons.",children | shooting,,0.0,children,11
NYT,2,"As terrified parents in Uvalde waited for word of their children's safety and law enforcement officials raced to piece together how the attack had transpired, the mass shooting was deepening a national political debate over gun laws and the prevalence of weapons.",children | shooting,,0.0,shooting,2
NYT,2,"Ten days earlier, a gunman fatally shot 10 people inside a Buffalo grocery store.", 10 people | 10 people | 10 people shoot,gunman,0.0,10 people,18
NYT,2,"Ten days earlier, a gunman fatally shot 10 people inside a Buffalo grocery store.", 10 people | 10 people | 10 people shoot,gunman,0.0,10 people shoot,18
NYT,4,"Even as they publicly mourned the massacre that killed 19 children and two adults on Tuesday, Republican senators gave little indication that their positions had changed.", 19 children | 19 children | 19 children adults kill | massacre | two adults,,-0.1291666666666666,19 children,1
NYT,4,"Even as they publicly mourned the massacre that killed 19 children and two adults on Tuesday, Republican senators gave little indication that their positions had changed.", 19 children | 19 children | 19 children adults kill | massacre | two adults,,-0.1291666666666666,19 children adults kill,12
NYT,4,"Even as they publicly mourned the massacre that killed 19 children and two adults on Tuesday, Republican senators gave little indication that their positions had changed.", 19 children | 19 children | 19 children adults kill | massacre | two adults,,-0.1291666666666666,massacre,3
NYT,4,"Even as they publicly mourned the massacre that killed 19 children and two adults on Tuesday, Republican senators gave little indication that their positions had changed.", 19 children | 19 children | 19 children adults kill | massacre | two adults,,-0.1291666666666666,two adults,8
NYT,4,"And in any case, many were clamoring to force Republicans to go on the record on the measures at a time when grief and anger about gun violence in America has erupted anew following Tuesday's massacre and a recent mass shooting that killed 10 at a Buffalo supermarket. ''",10 kill | massacre | shooting,,-0.1999999999999999,10 kill,4
NYT,4,"And in any case, many were clamoring to force Republicans to go on the record on the measures at a time when grief and anger about gun violence in America has erupted anew following Tuesday's massacre and a recent mass shooting that killed 10 at a Buffalo supermarket. ''",10 kill | massacre | shooting,,-0.1999999999999999,massacre,3
NYT,4,"And in any case, many were clamoring to force Republicans to go on the record on the measures at a time when grief and anger about gun violence in America has erupted anew following Tuesday's massacre and a recent mass shooting that killed 10 at a Buffalo supermarket. ''",10 kill | massacre | shooting,,-0.1999999999999999,shooting,2
NYT,5,"The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24 was the deadliest mass shooting in the United States so far this year.", 14 children | 14 children | massacre | shooting | teacher,,0.0666666666666666,14 children,1
NYT,5,"The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24 was the deadliest mass shooting in the United States so far this year.", 14 children | 14 children | massacre | shooting | teacher,,0.0666666666666666,massacre,3
NYT,5,"The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24 was the deadliest mass shooting in the United States so far this year.", 14 children | 14 children | massacre | shooting | teacher,,0.0666666666666666,shooting,2
NYT,5,"The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24 was the deadliest mass shooting in the United States so far this year.", 14 children | 14 children | massacre | shooting | teacher,,0.0666666666666666,teacher,13
NYT,5,It happened just 10 days after 10 people were shot and killed in a supermarket in Buffalo., 10 people | 10 people,,-0.2,10 people,18
NYT,5,"The Gun Violence Archive, a nonprofit organization, counted at least 215 such shootings, defined as one in which four or more people were killed or injured, through mid-May.",215 shootings | four people,,0.0,215 shootings,2
NYT,5,"The Gun Violence Archive, a nonprofit organization, counted at least 215 such shootings, defined as one in which four or more people were killed or injured, through mid-May.",215 shootings | four people,,0.0,four people,19
NYT,5,"A gunman walked into an elementary school in Uvalde, Texas, and killed 14 students and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after the massacre.", 14 students | 14 students | 14 students teacher kill | massacre | teacher,gunman,0.0333333333333333,14 students,10
NYT,5,"A gunman walked into an elementary school in Uvalde, Texas, and killed 14 students and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after the massacre.", 14 students | 14 students | 14 students teacher kill | massacre | teacher,gunman,0.0333333333333333,14 students teacher kill,14
NYT,5,"A gunman walked into an elementary school in Uvalde, Texas, and killed 14 students and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after the massacre.", 14 students | 14 students | 14 students teacher kill | massacre | teacher,gunman,0.0333333333333333,massacre,3
NYT,5,"A gunman walked into an elementary school in Uvalde, Texas, and killed 14 students and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after the massacre.", 14 students | 14 students | 14 students teacher kill | massacre | teacher,gunman,0.0333333333333333,teacher,13
NYT,6,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.", 19 children | 19 children | 19 children teachers kill | two teachers | two wound,gunman,0.0333333333333333,19 children,1
NYT,6,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.", 19 children | 19 children | 19 children teachers kill | two teachers | two wound,gunman,0.0333333333333333,19 children teachers kill,14
NYT,6,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.", 19 children | 19 children | 19 children teachers kill | two teachers | two wound,gunman,0.0333333333333333,two teachers,6
NYT,6,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.", 19 children | 19 children | 19 children teachers kill | two teachers | two wound,gunman,0.0333333333333333,two wound,18
NYT,6,"It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012.", 20 children | 20 children | massacre,,0.17,20 children,1
NYT,6,"It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012.", 20 children | 20 children | massacre,,0.17,massacre,3
NYT,8,"That already unpredictable dynamic was upended less than 24 hours before Mr. Dettelbach appeared before the Senate Judiciary Committee, when an 18-year-old man wielded a semiautomatic rifle to kill 19 school children, a teacher and another adult at a school in the town of Uvalde.",19 children | 19 children teacher kill | adult | teacher,,-0.0583333333333333,19 children,1
NYT,8,"That already unpredictable dynamic was upended less than 24 hours before Mr. Dettelbach appeared before the Senate Judiciary Committee, when an 18-year-old man wielded a semiautomatic rifle to kill 19 school children, a teacher and another adult at a school in the town of Uvalde.",19 children | 19 children teacher kill | adult | teacher,,-0.0583333333333333,19 children teacher kill,14
NYT,8,"That already unpredictable dynamic was upended less than 24 hours before Mr. Dettelbach appeared before the Senate Judiciary Committee, when an 18-year-old man wielded a semiautomatic rifle to kill 19 school children, a teacher and another adult at a school in the town of Uvalde.",19 children | 19 children teacher kill | adult | teacher,,-0.0583333333333333,adult,8
NYT,8,"That already unpredictable dynamic was upended less than 24 hours before Mr. Dettelbach appeared before the Senate Judiciary Committee, when an 18-year-old man wielded a semiautomatic rifle to kill 19 school children, a teacher and another adult at a school in the town of Uvalde.",19 children | 19 children teacher kill | adult | teacher,,-0.0583333333333333,teacher,13
NYT,9,"When 19 more children were killed by a gunman in Uvalde, Texas, on Tuesday, Mr. Biden, now the president, repeated his own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.''",19 children | massacre,gunman,0.2499999999999999,19 children,1
NYT,9,"When 19 more children were killed by a gunman in Uvalde, Texas, on Tuesday, Mr. Biden, now the president, repeated his own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.''",19 children | massacre,gunman,0.2499999999999999,massacre,3
NYT,9,"But a decade after Republicans blocked gun safety legislation in response to the school shooting in Newtown, Conn., Mr. Biden remains caught between a desire to honor the dead by vowing to act and the reality that he cannot deliver on sweeping promises without consensus in Congress.",shooting,,-0.2,shooting,2
NYT,11,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in his broad opposition to gun control measures.", 19 children | 19 children | 19 children teachers kill | massacre | two teachers,old gunman | unapologetic,-0.06875,19 children,1
NYT,11,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in his broad opposition to gun control measures.", 19 children | 19 children | 19 children teachers kill | massacre | two teachers,old gunman | unapologetic,-0.06875,19 children teachers kill,14
NYT,11,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in his broad opposition to gun control measures.", 19 children | 19 children | 19 children teachers kill | massacre | two teachers,old gunman | unapologetic,-0.06875,massacre,3
NYT,11,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in his broad opposition to gun control measures.", 19 children | 19 children | 19 children teachers kill | massacre | two teachers,old gunman | unapologetic,-0.06875,two teachers,6
NYT,14,"They subject the population to the constant threat of mass shootings like the one in Uvalde, where 19 children and two teachers were fatally shot.", 19 children | 19 children | shootings | two teachers,,-0.0833333333333333,19 children,1
NYT,14,"They subject the population to the constant threat of mass shootings like the one in Uvalde, where 19 children and two teachers were fatally shot.", 19 children | 19 children | shootings | two teachers,,-0.0833333333333333,shootings,2
NYT,14,"They subject the population to the constant threat of mass shootings like the one in Uvalde, where 19 children and two teachers were fatally shot.", 19 children | 19 children | shootings | two teachers,,-0.0833333333333333,two teachers,6
NYT,14,"Whether that shooting ultimately meets the statutory definition of terrorism or not, it certainly has terrified people nationwide, raising fears yet again that children are at risk, even in their schools, from a violence abetted by the ready availability of semiautomatic weapons.",children | people | shooting,,0.138095238095238,children,11
NYT,14,"Whether that shooting ultimately meets the statutory definition of terrorism or not, it certainly has terrified people nationwide, raising fears yet again that children are at risk, even in their schools, from a violence abetted by the ready availability of semiautomatic weapons.",children | people | shooting,,0.138095238095238,people,19
NYT,14,"Whether that shooting ultimately meets the statutory definition of terrorism or not, it certainly has terrified people nationwide, raising fears yet again that children are at risk, even in their schools, from a violence abetted by the ready availability of semiautomatic weapons.",children | people | shooting,,0.138095238095238,shooting,2
NYT,15,"Victoria, a third grader, was sitting on her own bed, which was covered in stuffed animals; she had already seen on the evening news that children her age had been killed in a mass shooting at a school in Texas.",children | shooting,,0.1333333333333333,children,11
NYT,15,"Victoria, a third grader, was sitting on her own bed, which was covered in stuffed animals; she had already seen on the evening news that children her age had been killed in a mass shooting at a school in Texas.",children | shooting,,0.1333333333333333,shooting,2
NYT,15,"To take your child to school, and then come back to see them dead, it's not fair.",child,,-0.1833333333333333,child,11
NYT,16,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.", 19 children | 19 children | 19 children teachers kill | a review of Republican and Democratic advertising during the first months of 2022 highlights | chasm kill | massacre | two teachers,gunman,0.09,19 children,1
NYT,16,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.", 19 children | 19 children | 19 children teachers kill | a review of Republican and Democratic advertising during the first months of 2022 highlights | chasm kill | massacre | two teachers,gunman,0.09,19 children teachers kill,14
NYT,16,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.", 19 children | 19 children | 19 children teachers kill | a review of Republican and Democratic advertising during the first months of 2022 highlights | chasm kill | massacre | two teachers,gunman,0.09,a review of republican and democratic advertising during the first months of 2022 highlights,19
NYT,16,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.", 19 children | 19 children | 19 children teachers kill | a review of Republican and Democratic advertising during the first months of 2022 highlights | chasm kill | massacre | two teachers,gunman,0.09,chasm kill,4
NYT,16,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.", 19 children | 19 children | 19 children teachers kill | a review of Republican and Democratic advertising during the first months of 2022 highlights | chasm kill | massacre | two teachers,gunman,0.09,massacre,3
NYT,16,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.", 19 children | 19 children | 19 children teachers kill | a review of Republican and Democratic advertising during the first months of 2022 highlights | chasm kill | massacre | two teachers,gunman,0.09,two teachers,6
NYT,19,The two teachers who were killed were also accused of being crisis actors.,two teachers,,-0.2,two teachers,6
NYT,20,"And now 19 elementary school students killed in Uvalde, Texas.",19 students,,0.0499999999999999,19 students,7
NYT,20,"The repetition of horror numbs the mind: Only 11 days ago there was Buffalo, with a man driven by racism gunning down 10 people at a supermarket.", 10 people | 10 people,Buffalo,-0.0777777777777777,10 people,18
NYT,20,"The next day another angry man walked into a Presbyterian church in Laguna Woods, Calif., and killed one person and wounded five others.",five others wound | one person | one person kill,,-0.2333333333333333,five others wound,18
NYT,20,"The next day another angry man walked into a Presbyterian church in Laguna Woods, Calif., and killed one person and wounded five others.",five others wound | one person | one person kill,,-0.2333333333333333,one person,-1
NYT,20,"The next day another angry man walked into a Presbyterian church in Laguna Woods, Calif., and killed one person and wounded five others.",five others wound | one person | one person kill,,-0.2333333333333333,one person kill,-1
NYT,20,"And now, Uvalde, Texas -- a repeat of what was once thought unfathomable: the killing of at least 19 elementary school children in second, third and fourth grades. ''",19 children,,0.0,19 children,1
NYT,20,"Each event evokes some atrocity from the past, the exact details of each shooting growing more indistinct by the year: The latest death toll of 21 at Robb Elementary School in Texas surpasses the shooting in Parkland, Fla., in 2018, when 17 people were killed.", 17 people | 17 people | shooting,,0.1833333333333333,17 people,19
NYT,20,"Each event evokes some atrocity from the past, the exact details of each shooting growing more indistinct by the year: The latest death toll of 21 at Robb Elementary School in Texas surpasses the shooting in Parkland, Fla., in 2018, when 17 people were killed.", 17 people | 17 people | shooting,,0.1833333333333333,shooting,2
NYT,20,"It falls short of the deadliest school shooting -- 26 people killed at Sandy Hook in Newtown, Conn.",26 people | shooting,,-0.1,26 people,19
NYT,20,"It falls short of the deadliest school shooting -- 26 people killed at Sandy Hook in Newtown, Conn.",26 people | shooting,,-0.1,shooting,2
NYT,21,"Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage.", 19 children | 19 children | 19 children teachers kill | two teachers,gunman,-0.05,19 children,1
NYT,21,"Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage.", 19 children | 19 children | 19 children teachers kill | two teachers,gunman,-0.05,19 children teachers kill,14
NYT,21,"Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage.", 19 children | 19 children | 19 children teachers kill | two teachers,gunman,-0.05,two teachers,6
NYT,21,"There was Xavier and his elementary-school sweetheart, who was also killed in the shooting.",shooting,Xavier and,-0.2,shooting,2
NYT,22,A devastating reality of raising children in America today is that parents must be prepared to talk to their kids about mass shootings.,children | shootings,,-1.0,children,11
NYT,22,A devastating reality of raising children in America today is that parents must be prepared to talk to their kids about mass shootings.,children | shootings,,-1.0,shootings,2
NYT,22,The New York Times spoke with several mental health experts about some basic principles for parents and caregivers to have in mind when talking with children of all ages in the immediate aftermath of a mass shooting.,children | shooting,,0.009090909090909,children,11
NYT,22,The New York Times spoke with several mental health experts about some basic principles for parents and caregivers to have in mind when talking with children of all ages in the immediate aftermath of a mass shooting.,children | shooting,,0.009090909090909,shooting,2
NYT,23,"Her teachers explained that they were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize they were there.",children | teachers,shooter,-0.25,children,11
NYT,23,"Her teachers explained that they were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize they were there.",children | teachers,shooter,-0.25,teachers,13
NYT,23,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined him being killed, or being helpless to save his students.",shooting | students | teacher,,-0.1111111111111111,shooting,2
NYT,23,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined him being killed, or being helpless to save his students.",shooting | students | teacher,,-0.1111111111111111,students,5
NYT,23,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined him being killed, or being helpless to save his students.",shooting | students | teacher,,-0.1111111111111111,teacher,13
